Item No,Item Name,Collection,Product Type,"Department
(manual input)",Item Type,Gender,Line Status,PriceType,MSRP,UPC Code,Season,Catalog Status,MetalType,MetalColor,Case Shape,Watch Movement Type,Band Type,Band Color,Band Material,Watch Dial color,Watch crystal,Gem Type,Watch Case Diameter  (mm),Jlry Size,Jlry Dims,Length,Water Resistance (Meters),https://docs.google.com/spreadsheets/d/1_-9VqVemWseZXiEiXVuXxqIX4wOLo3l5Hhj5UnNy3rE/edit?gid=1368149032#gid=1368149032,Image Link 1,Image Link 2,IsImageFromURL
45B149,Caravelle Stainless Steel Classic CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$150.00,42429555099,2017 FALL,Catalog,Stainless Steel,Gray,Round,Quartz,Bracelet,Gray,Stainless Steel,Gray,Mineral Crystal,None,41,,,,0030M,"Sleek and streamlined in stainless steel with gunmetal finish, gold-finish crown, grey sun-ray dial, luminous hands, date feature, and double-press fold-over clasp.",https://bulova.widen.net/content/n8q9piifby/jpeg/45B149_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/z1ozwxrp0e/jpeg/45B149_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45B152,Caravelle Stainless Steel Sport Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$195.00,42429560567,2018 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Blue,Mineral Crystal,None,44,,,,0050M,Built for style and function. Six-hand chronograph with date feature on bold blue dial. Sleek two-tone stainless steel case and bracelet with gold accents and double-push fold-over closure.,https://bulova.widen.net/content/fagsgnb2ve/jpeg/45B152.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/cgwdhwnwgf/jpeg/45B152_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45B161,Caravelle Stainless Steel Sport Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$225.00,42429589216,2022 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Strap,Blue,Silicone,Blue,Mineral Crystal,None,44,,,,0100M,"Form and function, no compromise needed. Two-tone gold-tone stainless steel case with a uni-directional rotating gold-tone bezel. Blue wave inspired dial texture with luminous hands and markers. Six-hand chronograph movement. Blue silicone strap with three-piece buckle closure. Water resistant to 100 meters.",https://bulova.widen.net/content/7mztmnbjez/jpeg/45B161.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/5j1z2qa6e5/jpeg/45B161_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45C118,Caravelle Stainless Steel Classic CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$125.00,42429585102,2021 SPRING,Catalog,Stainless Steel,Black,Round,Quartz with Light Up,Strap,Black,Leather,Blue,Mineral Crystal,None,40,,,,0030M,"Clean, contemporary everyday style. Black IP stainless steel case with a blue dial has a backlit feature that illuminates the dial and is activated with a pusher at 2 o?clock.  It also features a day/date window, luminous hands and a contrast second hand. A black leather strap with contrast stitching completes the look. 

* Case Diameter: 40mm 
* Case Thickness: 10.6mm 
* Water Resistance: 30M
* 3-Year Limited Warranty",https://bulova.widen.net/content/ukjsrhmzze/jpeg/45C118.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/ljeuvtnajt/jpeg/45C118_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45C119,Caravelle Stainless Steel Classic CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$125.00,42429585119,2021 SPRING,Catalog,Stainless Steel,Gray,Round,Quartz with Light Up,Strap,Brown,Leather,Green,Mineral Crystal,None,40,,,,0030M,"Clean, contemporary style. Gunmetal stainless steel case with an olive green dial has a backlit feature that illuminates the dial and is activated with a pusher at 2 o?clock.  It also features a day/date window, luminous hands, and a contrast second hand. A brown leather strap with contrast stitching completes the look. 

* Case Diameter: 40mm 
* Case Thickness: 10.6mm 
* Water Resistance: 30M
* 3-Year Limited Warranty",https://bulova.widen.net/content/fu2ubdkdip/jpeg/45C119.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/b7j2clb9wl/jpeg/45C119_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45D107,Caravelle Stainless Steel Modern CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$175.00,42429552944,2017 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Black,Mineral Crystal,Diamond,40,,,,0030M,"Sleek and polished, with single diamond at 12 o'clock and minimalist-design hour markers on matte black dial. Gold-tone accented stainless steel case and bracelet with double-press fold-over closure.",https://bulova.widen.net/content/f6n7pvnjip/jpeg/45D107_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/czvacbgszv/jpeg/45D107_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45D108,Caravelle Stainless Steel Modern CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,Core,1,$175.00,42429552968,2017 FALL,Catalog,Stainless Steel,Black,Round,Quartz,Bracelet,Black,Stainless Steel,Black,Mineral Crystal,Diamond,40,,,,0030M,"Sleek and polished, with single diamond at 12 o'clock and minimalist-design hour markers on matte black dial. Black IP stainless steel case and bracelet with double-press fold-over closure.",https://bulova.widen.net/content/ddgfjpmvg8/jpeg/45D108_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/hbeyje36c9/jpeg/45D108_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45D111,Caravelle Stainless Steel Modern CAR Mens Watch,Caravelle,Caravelle,Timepieces,Watch,Mens,New,1,$195.00,42429603905,2025 SPRING,Catalog,Stainless Steel,Black,Tonneau,Quartz,Bracelet,Black,Stainless Steel,Black,Metalized Curved Mineral Crystal,Diamond,33,,,,0030M,"Enhance your style with this modern Caravelle men?s watch. Contemporary design imbues this watch with a forward-looking aesthetic, with a black-tone stainless steel case that features a metallized curved mineral crystal. Appointed with applied silver-tone hour markers and matching hands, the tiered sunray black dial is enhanced by three diamonds. The watch?s bold form is reasserted by its matching black-tone stainless steel bracelet with a folding push-button closure. For the true gentleman, this Caravelle men?s timepiece has no equal.",https://bulova.widen.net/content/2u5rkrlnys/jpeg/45D111_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/hri5cmvmuf/jpeg/2u5rkrlnys_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L167,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$150.00,42429552982,2017 FALL,Catalog,Stainless Steel,Two-Tone,Rectangle/Tank,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Curved Mineral Crystal,None,21,,,,0030M,"Stylish and contemporary, showcasing Roman numerals on silver-white dial. Gold-tone accented stainless steel case and bracelet with double-press buckle closure.",https://bulova.widen.net/content/prsy0owh02/jpeg/45L167_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/vme5ow1vnz/jpeg/45L167_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L168,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$150.00,42429553002,2017 FALL,Catalog,Stainless Steel,Two-Tone,Tonneau,Quartz,Bracelet,Two-Tone,Stainless Steel,White,Curved Mineral Crystal,Crystal,18,,,,0030M,Add a sparkle to your style. 40 brilliant crystals embellish a gold-tone stainless steel case. Silver-white mother-of-pearl dial. Gold-tone accents on stainless steel bracelet with jewelers clasp closure.,https://bulova.widen.net/content/5sjkuucpld/jpeg/45L168_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/tocpbexskz/jpeg/45L168_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L175,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$150.00,42429557598,2018 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Mineral Crystal,None,24,,,,0030M,Less is more with this gracefully proportioned rose gold-tone accented stainless steel case with easy-to-read numerals on silver-white sunray dial. Alternating polished and brushed three-link stainless steel bracelet with rose gold-tone accents and jewelers clasp closure.,https://bulova.widen.net/content/cipjq6chab/jpeg/45L175.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/2eyquufnhh/jpeg/45L175_C_rgb.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L177,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$125.00,42429562363,2018 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Expansion,Two-Tone,Stainless Steel,Silver-White,Mineral Crystal,None,24,,,,0030M,Everyday style thats anything but basic! Silver-white three-hand dial paired with two-tone gold and stainless comfort-fit expansion bracelet.,https://bulova.widen.net/content/i7ig228xfo/jpeg/45L177_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/br8vzjkn99/jpeg/45L177_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L185,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$125.00,42429581517,2020 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Expansion,Two-Tone,Stainless Steel,Black,Mineral Crystal,None,24,,,,0030M,A style for day or night. Two-tone stainless steel case with a black dial. Mineral crystal. Two-tone stainless steel expansion bracelet makes for easy wear.,https://bulova.widen.net/content/frvpfvf9bh/jpeg/45L185.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/1fvwvgrvxe/jpeg/45L185_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L191,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$175.00,42429593664,2023 SPRING,Catalog,Stainless Steel,Silver-Tone,Rectangle/Tank,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Curved Mineral Crystal,Crystal,21.5,,,,0030M,Where refined elegance meets elevated style. Two-tone stainless steel tank shaped case with 42 crystals on the bezel and added dimension with a curved mineral crystal. Silver-white dial with a delicate balance of roman numeral and 8 crystal markers. Two-tone stainless steel bracelet with fold-over clasp with push buttons.,https://bulova.widen.net/content/kceqiec7p5/jpeg/45L191.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/vildy5mmpd/jpeg/45L191_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45L192,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$175.00,42429593671,2023 SPRING,Catalog,Stainless Steel,Gold-Tone,Rectangle/Tank,Quartz,Bracelet,Gold-Tone,Stainless Steel,Silver-White,Curved Mineral Crystal,Crystal,21.5,,,,0030M,Elevate your style with refined elegance. Gold-tone stainless steel tank shaped case with 42 crystals on the bezel and added dimension with a curved mineral crystal. Champagne dial with a delicate balance of roman numeral and 8 crystal markers. Gold-tone stainless steel bracelet with fold-over clasp with push buttons.,https://bulova.widen.net/content/9gr7zirg5p/jpeg/45L192.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/vf3bhcehfe/jpeg/45L192_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45M111,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$125.00,42429553040,2017 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Expansion,Two-Tone,Stainless Steel,White,Mineral Crystal,None,30,,,,0030M,"Timeless design, wear-with-everything style. Complete with easy-to-read numerals with 24-hour design and three-hand date feature. Gold-tone accents on stainless steel case and comfort-fit expansion bracelet are the finishing touches on this classic watch.",https://bulova.widen.net/content/c9lrlf5upg/jpeg/45M111_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/tnbppjka3h/jpeg/45M111_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45M112,Caravelle Stainless Steel Classic CAR Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$150.00,42429553064,2017 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Mineral Crystal,None,32,,,,0030M,"Elegant and perfectly refined describe this three-hand gold-tone and stainless steel watch with graphic silver-white dial. Featuring a textured bezel detail, date magnifier and gold-tone accented stainless steel bracelet with fold-over buckle closure.",https://bulova.widen.net/content/3tgobkl2la/jpeg/45M112_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/pgerojahes/jpeg/45M112_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45M113,Caravelle Stainless Steel Sport Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$150.00,42429554382,2017 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,White,Mineral Crystal,Crystal,28,,,,0030M,"For all-day dazzle and petite perfection, this updated boyfriend design sparkles with 48 brilliant crystals. In stainless steel with two-tone yellow-gold and silver finish, patterned silver-white sunray dial, calendar, and double-press fold-over clasp.",https://bulova.widen.net/content/olptyefz5u/jpeg/45M113_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/g2za2hwkvp/jpeg/45M113_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
45M120,Caravelle Stainless Steel Sport Ladies Watch,Caravelle,Caravelle,Timepieces,Watch,Ladies,Core,1,$225.00,42429589247,2022 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Mineral Crystal,Crystal,36,,,,0100M,"For all-day dazzle, this Aqualuxx luxury sport watch sparkles with 42 brilliant crystals. In stainless steel with two-tone yellow-gold and silver finish, silver-white wave inspired dial texture, calendar, and double-press fold-over clasp. Water resistant to 100 meters.",https://bulova.widen.net/content/zqd6nkzjoj/jpeg/45M120.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/oy8aj1azar/jpeg/45M120_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96A208,Bulova Stainless Steel Dress/Classic BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$595.00,42429560055,2018 FALL,Catalog,Stainless Steel,Silver-Tone,Round,Automatic,Bracelet,Silver-Tone,Stainless Steel,Black,Domed Mineral Crystal,None,43,,,,0030M,"Sophisticated design with full exhibition dial and case-back. Stainless steel screw-back case, skeletonized black three-hand dial revealing the intricate workings of the self-winding 21-jewel movement, domed mineral crystal, stainless steel bracelet with push-button deployant clasp, and water resistance to 30 meters.",https://citizenwatch.widen.net/content/ldkq3lx4tv/jpeg/96A208.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/bqm5gvqdl9/jpeg/96A208_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96A245,Bulova Stainless Steel Performance Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$695.00,42429581371,2020 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Automatic,Strap,Brown,Leather,Black,Double Domed Sapphire Crystal,None,42,,,,0030M,"The A-15 Pilot Watch is inspired by the 1944 Military Issue A-15 ?Elapsed Time Watch? and incorporates unique features of the original. A stainless steel case with distinctive black dial features two rotating inner discs operated by two crowns. The 2H crown rotates elapsed time while the 4H crown indicates dual time. The unique design of this timepiece, as well as its functional features, are made more authentically with a fine 21-jewel automatic movement with a 42-hour power reserve. The subtle topstitched brown leather strap completes the look. Sapphire crystal with anti-reflective coating. Water resistance to 30 meters.",https://bulova.widen.net/content/7vs2un3t00/jpeg/96A245.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/5lkui65ins/jpeg/96A245_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96A246,Bulova Stainless Steel Performance Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$425.00,42429581272,2020 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Automatic,Strap,Black,Leather,Off White,Double Domed Mineral Crystal,None,38,,,,0030M,"Inspired by Bulova?s military heritage and vintage watches of the time, the Hack Watch infuses historical elements for a contemporary lifestyle. The updated style features a three-hand 21-jewel automatic movement with a 42 hour power reserve. The stainless steel case with an ivory dial and luminescent hands and markers also features a center track on the dial displaying 24H time. Black leather NATO strap. Domed mineral crystal. Water resistance to 30 meters.",https://bulova.widen.net/content/yf9zqh90s2/jpeg/96A246.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/zhglzyhp6r/jpeg/96A246_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96A258,Bulova Stainless Steel Modern BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$550.00,42429585508,2021 SPRING,Catalog,Stainless Steel,Silver-Tone,Tonneau,Quartz,Bracelet,Silver-Tone,Stainless Steel,Blue,Curved Mineral Crystal,None,40,,,,0030M,"Distinctive asymmetrical tonneau shaped stainless steel case with a blue signature Futuro edge to edge curved metalized crystal features a blue dial and a stainless steel bracelet. The watch features a three-hand quartz movement, deployant buckle with pushers, and water resistance to 30 meters.",https://bulova.widen.net/content/qszf4gm2xb/jpeg/96A258.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/2osqgmsliz/jpeg/96A258_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
